Title,Release Date,Genres,Overview,Original Language,Vote Average,Vote Count,Popularity,TMDB ID
Back to the Future Part II,11/22/1989,"Adventure, Comedy, Science Fiction",marty doc time travel duo head nip fly family woe bud thing awry thank bully biff tan pesky sport almanac ditch attempt set thing straight marty find bind face face teenage parent,en,7.8,13259,7.0042,165
Emancipation,12/2/2022,"Drama, War, History",inspire gripping true story man family freedom peter enslaved man risk life escape return family embark perilous journey love endurance,en,7.773,1175,3.9533,715931
Nine Queens,8/31/2000,"Crime, Thriller, Drama",con artist try swindle stamp collector sell sheet counterfeit rare stamp queen,es,7.773,749,1.8313,18079
The First Slam Dunk,12/3/2022,"Animation, Comedy, Drama",soho speedster point guard rota miami play brain lightning speed running circle opponent feign composure second year high school rota play shake high school basketball team samurai runaway aka stage inter high school national championship brink challenge reign champion shannon logo high school,ja,7.771,467,2.4541,783675
Still Walking,6/28/2008,"Drama, Family",family gather commemorative ritual nature gradually clear,ja,7.771,396,1.7005,25050
Dogville,5/21/2003,"Crime, Drama, Thriller",beautiful young grace arrive isolated township orville small community agree hide gang ruthless gangster return grace agree odd job townspeople,en,7.8,2521,2.9224,553
Donnie Darko,1/19/2001,"Fantasy, Drama, Mystery",narrowly escape bizarre accident troubled teenager plague vision large bunny rabbit manipulate commit series crime,en,7.8,12816,8.1636,141
The Dinner Game,4/15/1998,Comedy,pierre bro chant friend wednesday idiot day idea simple person bring idiot bring spectacular idiot win prize tonight bro chant ecstatic find gem ultimate idiot world champion idiot bro chant know pigeon real jinx past master art bring catastrophe,fr,7.77,1975,2.508,9421
The Ten Commandments,10/5/1956,"Drama, History",escape death hebrew infant raise royal household prince discovery true heritage moses embark personal quest reclaim destiny leader liberator hebrew people,en,7.8,1726,5.7054,6844
In the Arms of an Assassin,12/6/2019,"Romance, Thriller",victor william levy world handsome man deep secret cold blooded assassin smooth talking seductive victor raise thing kill money send home brutal drug lord collect payment recent hit encounter beautiful sarah alicia san force spend year life drug lord,es,7.766,426,2.569,652722
Luck,8/5/2022,"Animation, Adventure, Comedy, Fantasy",suddenly find foresee land luck lucky person world unite magical creature turn luck,en,7.766,1820,11.2116,585511
Short Term 12,8/23/2013,Drama,grace compassionate young supervisor foster care facility help risk teen new charge dredge memory troubled past grace tough exterior begin erode,en,7.766,1337,1.3545,169813
Ali: Fear Eats the Soul,3/5/1974,"Romance, Drama",emma euro ski cleaning lady lonely old age husband die year ago grown child offer little companionship night go bar frequent arab immigrant strike friendship middle aged mechanic ali relationship soon develop email family neighbour criticize spontaneous marriage soon emma ali force confront insecurity future,de,7.766,423,1.0958,216
Perfect Days,11/10/2023,Drama,hiragana content life toilet clean tokyo outside structured routine cherish music cassette tape book take photo tree unexpected encounter reflect find beauty world,ja,7.766,1537,7.6402,976893
Better Man,12/6/2024,"Music, Drama",follow robbie williams journey childhood young member chart top boy unparalleled achievement record break solo artist confront challenge stratospheric fame success bring,en,7.765,601,5.0357,799766
The Summit of the Gods,9/22/2021,"Animation, Adventure, Mystery",photojournalist obsessive quest truth expedition everest lead search esteemed climber go miss,fr,7.8,375,1.0486,712454
The King and the Mockingbird,3/19/1980,"Animation, Family, Fantasy",young shepherdess chimney sweep plan marry escape clutch tyrannical king love assist guile cheeky mockingbird king archenemy,fr,7.8,387,0.5644,22504
A Man Called Otto,12/28/2022,"Comedy, Drama",lively young family move door grumpy widower otto anderson meet match quick witted pregnant woman name marisol lead unlikely friendship turn world upside,en,7.763,3186,8.0343,937278
Never Look Away,10/3/2018,"Drama, Romance, History",german artist kurt barnett escape east germany live west germany torment childhood nazi cdr regime,de,7.761,706,1.5525,423612
Instructions Not Included,7/20/2013,"Comedy, Drama",valentin acapulco resident playboy fling leave baby doorstep head mexico,es,7.8,923,2.2442,211954
Touch of Evil,3/30/1958,"Crime, Thriller",car bomb explode american mexico border mexican drug enforcement agent miguel vargas begin investigation american police captain hank quin vargas begin suspect quin shady partner menzie plant evidence frame innocent man investigation possible corruption quickly new bride susie jeopardy,en,7.761,1499,1.7098,1480
Let the Bullets Fly,12/20/2010,"Action, Comedy",circumstance force outlaw impersonate county governor clean corrupt town robin hood figure find showdown local godfather,zh,7.8,311,2.1762,51533
Through a Glass Darkly,10/16/1961,Drama,karin hope recover recent stay mental hospital spend summer family cottage tiny island husband martin care frustrate physical withdrawal young brother minus confuse karin vulnerability bud sexuality father david overcome haughty remoteness beset vision karin descend madness,sv,7.769,509,3.7144,11602
Ip Man,12/12/2008,"Drama, Action, History",semi biographical account yip man martial art master teach chinese martial art wing chen film focus event surround take place city shan second sin japanese war direct wilson yip film star donnie yen lead role feature fight choreography sammy hung,cn,7.759,3888,2.686,14756
Le Samouraï,10/25/1967,"Crime, Thriller, Drama",carry flawlessly plan hit jeff costello contract killer samurai instinct find catch persistent police investigator ruthless employer armour fedora trench coat protect,fr,7.8,1161,2.7797,5511
Life of Brian,8/17/1979,Comedy,brian cohen average young jewish man series ridiculous event gain reputation messiah s dodge follower scold shrill mother hapless brian contend pompous pontus pilate acronym obsess member separatist movement rife monty python signature absurdity tale find brian life parallel biblical lore albeit laugh,en,7.758,4613,4.2725,583
A Walk to Remember,1/25/2002,"Drama, Romance",popular restless landon carter force participate school drama production fall love jamie sullivan daughter town minister jamie list life big secret landon,en,7.758,4121,7.2859,10229
PlayTime,12/13/1967,Comedy,clumsy monsieur hot find perplex intimidate complexity gadget fill paris attempt meet business contact soon lose roundabout journey parallel american tourist weave inventive urban environment intermittently meet develop interest eventually chaotic restaurant quirky character,fr,7.758,604,1.4598,10227
Do the Right Thing,6/14/1989,Drama,salvatore sal frag italian owner pizzeria brooklyn neighbourhood local bugging upset see pizzeria wall fame exhibit italian actor bug believe pizzeria black neighbourhood showcase black actor sal disagree wall symbol racism hate bug people neighbourhood tension rise,en,7.8,1861,2.6098,925
The Untouchables,6/3/1987,"Crime, History, Thriller",elliot ness ambitious prohibition agent determined al capone order achieve goal form group give nickname untouchable,en,7.758,5870,5.5428,117
Ernest & Celestine,12/12/2012,"Animation, Family, Adventure, Music",celestite little mouse try avoid dental career ernest big bear crave artistic outlet celestite meet ernest overcome natural enmity forge life crime,fr,7.757,636,1.5144,126319
Big Fish,12/25/2003,"Adventure, Fantasy, Drama",life edward bloom man big appetite enormous passion tall tale later year remain huge mystery son william know real man begin piece true picture father flashback amazing adventure,en,7.757,7404,5.1073,587
Angel's Egg,12/22/1985,"Animation, Fantasy, Mystery",desolate dark world shadow live little girl collect water jar protect large egg carry mysterious man enter life discuss world,ja,7.8,446,1.9595,15916
Everything Everywhere All at Once,3/24/2022,"Action, Adventure, Science Fiction",age chinese immigrant sweep insane adventure save s important connect life lead universe,en,7.755,7160,11.5178,545611
God's Own Country,8/31/2017,"Romance, Drama",young farmer rural yorkshire numb daily frustration binge drinking casual sex arrival romanian migrant worker,en,7.8,939,1.6203,428493
Rain Man,12/12/1988,Drama,car dealer charlie babbitt learn estranged father die return home cincinnati discover savant old brother name raymond father million fortune leave mental institution raymond live motivate father money charlie check raymond facility order return los angeles brother cross country trip end change life,en,7.755,6640,5.8398,380
Gran Turismo,8/9/2023,"Adventure, Action, Drama",ultimate wish fulfilment tale teenage gran tourism player gaming skill win series nissan competition actual professional race car driver,en,7.755,3041,10.8302,980489
The Hateful Eight,12/25/2015,"Drama, Mystery, Western",bounty hunter seek shelter rage blizzard catch plot betrayal deception,en,7.754,14605,7.0459,273248
Amour,9/20/2012,"Drama, Romance",george anne eighty cultivate retired music teacher daughter musician live abroad family day anne stroke couple bond love severely test,fr,7.754,1675,1.9664,86837
A Matter of Life and Death,12/15/1946,"Romance, Fantasy, Drama, War, Comedy",young ray pilot miraculously survive bail aeroplane parachute fall love american radio operator official world realise mistake dispatch angel collect,en,7.754,433,1.7241,28162
Pan's Labyrinth,10/11/2006,"Fantasy, Drama, War",post civil war spain year old ofelia move pregnant mother live control cruel stepfather draw mysterious labyrinth meet faun reveal lost princess underground kingdom return true father complete series surreal perilous task blur line reality fantasy,es,7.754,10888,9.2549,1417
